,name,github_id,github_url,homepage,license,created_at,updated_at,last_commit_pushed_at,commit_count,recent_commit_count,fork_count,watchers_count,pr_count,open_issue_count,closed_issue_count,star_count,latest_stable_release_published_at,latest_stable_release_number,github_release_downloads,monthly_downloads,release_count,description,dependent_project_count,github_dependent_project_count,contributor_count,projectrank,show,category,projectrank_placing,trending,updated_github_id
16,traffic,xoolive/traffic,https://github.com/xoolive/traffic,https://github.com/xoolive/traffic,MIT,2018-03-27 20:32:46,2024-03-18 12:20:42,2024-03-18 12:20:38,1387,18.0,74.0,7,256.0,10.0,131.0,339,2023-08-22 15:55:12,2.9.0,54.0,0.0,19.0,A toolbox for processing and analysing air traffic data.,74.0,74.0,33.0,20,True,others,1,,
17,bluesky,TUDelft-CNS-ATM/bluesky,https://github.com/TUDelft-CNS-ATM/bluesky,https://github.com/TUDelft-CNS-ATM/bluesky,GPL-3.0,2015-04-01 17:13:37,2024-03-18 09:04:58,2024-02-05 12:08:16,2614,2.0,185.0,41,186.0,17.0,257.0,324,2023-11-22 10:14:43,2023.11.22,1882.0,21.0,10.0,The open source air traffic simulator.,2.0,2.0,39.0,20,True,others,1,,
18,starwhale,star-whale/starwhale,https://github.com/star-whale/starwhale,https://github.com/star-whale/starwhale,Apache-2.0,2021-12-30 14:26:20,2024-02-05 07:30:03,2024-02-05 07:30:03,2307,32.0,31.0,6,2561.0,109.0,464.0,185,2024-02-04 03:22:37,0.6.13,,,48.0,an MLOps/LLMOps platform.,3.0,3.0,10.0,20,True,others,1,-2.0,
19,bowtie,bowtie-json-schema/bowtie,https://github.com/bowtie-json-schema/bowtie,https://github.com/bowtie-json-schema/bowtie,,2022-09-02 08:13:11,2024-03-21 05:12:37,2024-03-21 05:12:36,3770,1271.0,38.0,3,831.0,72.0,134.0,46,2024-03-15 20:16:34,2024.3.5,213.0,35.0,100.0,JSON Schema in every programming language.,,,35.0,20,False,others,1,3.0,
20,maggma,materialsproject/maggma,https://github.com/materialsproject/maggma,https://github.com/materialsproject/maggma,,2017-06-13 20:50:20,2024-03-17 23:41:33,2024-03-17 23:41:26,3173,58.0,31.0,13,852.0,37.0,42.0,35,2024-03-17 23:39:19,0.64.0,,,100.0,MongoDB aggregation machine.,103.0,103.0,29.0,20,False,others,1,,
21,rich-cli,Textualize/rich-cli,https://github.com/Textualize/rich-cli,https://github.com/Textualize/rich-cli,MIT,2022-01-22 12:31:52,2024-01-27 17:43:28,2022-06-21 10:32:51,109,,72.0,29,32.0,21.0,31.0,2927,2022-05-07 15:46:39,1.8.0,,,3.0,Rich-cli is a command line toolbox for fancy output in the terminal.,101.0,101.0,11.0,19,False,others,2,,
22,YiVal,YiVal/YiVal,https://github.com/YiVal/YiVal,https://github.com/YiVal/YiVal,Apache-2.0,2023-07-15 02:04:35,2024-02-20 21:03:18,2024-02-20 21:00:54,812,3.0,414.0,240,248.0,10.0,9.0,2400,2023-12-08 07:20:29,0.1.0a10,,,9.0,Your Automatic Prompt Engineering Assistant for GenAI Applications.,,,48.0,19,True,others,2,-2.0,
23,dooit,kraanzu/dooit,https://github.com/kraanzu/dooit,https://github.com/kraanzu/dooit,MIT,2022-04-19 14:49:10,2024-03-10 03:50:16,2024-01-27 17:23:17,948,49.0,84.0,17,44.0,19.0,105.0,1867,2024-01-25 16:24:59,2.2.0,327.0,15.0,11.0,An awesome TUI todo manager.,1.0,1.0,19.0,19,True,others,2,,
24,tiptop,nschloe/tiptop,https://github.com/nschloe/tiptop,https://github.com/nschloe/tiptop,MIT,2021-09-24 14:46:17,2024-03-18 16:30:08,2022-09-03 10:08:19,279,,67.0,13,72.0,15.0,29.0,1612,2022-09-03 10:08:30,0.2.8,,,37.0,Command-line system monitoring.,46.0,46.0,3.0,19,False,others,2,,
25,improv,project-improv/improv,https://github.com/project-improv/improv,https://github.com/project-improv/improv,MIT,2018-09-14 17:55:04,2024-03-09 06:37:05,2024-02-17 15:25:21,1201,68.0,10.0,4,120.0,8.0,48.0,33,2024-01-15 20:37:50,0.2.2,14.0,4.0,5.0,Adaptive Platform for Neuroscience Experiments.,7.0,7.0,22.0,19,True,others,2,3.0,
26,XHS-Downloader,JoeanAmier/XHS-Downloader,https://github.com/JoeanAmier/XHS-Downloader,https://github.com/JoeanAmier/XHS-Downloader,GPL-3.0,2023-08-16 11:03:36,2024-03-10 06:40:38,2024-03-10 06:40:19,139,22.0,404.0,14,10.0,45.0,10.0,3009,2024-03-02 07:30:03,1.8,7077.0,1179.0,9.0,/.,,,4.0,18,True,others,2,2.0,
27,RecoverPy,PabloLec/RecoverPy,https://github.com/PabloLec/RecoverPy,https://github.com/PabloLec/RecoverPy,GPL-3.0,2021-02-24 14:42:33,2024-03-19 13:42:20,2024-03-19 13:42:12,1072,93.0,51.0,14,369.0,,24.0,1154,2024-02-17 11:54:43,2.1.6,,,34.0,Interactively find and recover deleted or overwritten files from your terminal.,,,6.0,18,True,others,2,,
28,live-de-python,dunossauro/live-de-python,https://github.com/dunossauro/live-de-python,https://github.com/dunossauro/live-de-python,MIT,2017-04-26 20:48:33,2024-03-18 20:25:16,2024-03-18 20:25:04,437,16.0,200.0,81,55.0,248.0,198.0,1093,,,,,,Repositrio das lives de python semanais.,,,35.0,18,True,others,2,,
29,iSponsorBlockTV,dmunozv04/iSponsorBlockTV,https://github.com/dmunozv04/iSponsorBlockTV,https://github.com/dmunozv04/iSponsorBlockTV,GPL-3.0,2022-01-15 18:26:33,2024-03-18 22:06:09,2024-03-12 21:40:23,238,43.0,55.0,8,52.0,24.0,64.0,915,2024-02-14 21:10:17,2.0.6,300.0,13.0,8.0,SponsorBlock client for all YouTube TV clients.,,,21.0,18,True,others,2,,
30,frogmouth,Textualize/frogmouth,https://github.com/Textualize/frogmouth,https://github.com/Textualize/frogmouth,MIT,2023-04-03 08:41:03,2024-03-21 11:09:56,2024-03-21 11:09:51,432,2.0,35.0,12,34.0,23.0,29.0,2096,2023-11-02 20:14:13,0.9.1,,,8.0,A Markdown browser for your terminal.,6.0,6.0,5.0,17,True,others,2,,
31,oterm,ggozad/oterm,https://github.com/ggozad/oterm,https://github.com/ggozad/oterm,MIT,2023-10-10 07:29:26,2024-03-19 10:20:05,2024-03-19 10:19:07,188,65.0,24.0,11,22.0,3.0,40.0,461,2024-03-19 10:20:05,0.2.4,,,13.0,a text-based terminal client for Ollama.,1.0,1.0,6.0,17,True,others,2,3.0,
32,dolphie,charles-001/dolphie,https://github.com/charles-001/dolphie,https://github.com/charles-001/dolphie,GPL-3.0,2022-09-05 00:43:48,2024-03-19 00:36:08,2024-03-11 10:26:59,216,48.0,23.0,10,18.0,,37.0,390,2024-03-11 10:15:34,4.3.4,,,36.0,Echolocate your MySQL health with real-time monitoring in the terminal.,,,4.0,17,True,others,2,3.0,
33,camply,juftin/camply,https://github.com/juftin/camply,https://github.com/juftin/camply,MIT,2021-04-18 01:07:59,2024-03-01 22:30:37,2024-02-06 15:45:21,221,8.0,71.0,18,203.0,15.0,51.0,382,2024-02-06 15:45:51,0.32.2,339.0,9.0,93.0,"camply, the campsite finder - a tool to find campsites at sold out campgrounds through sites like recreation.gov.",3.0,3.0,15.0,17,True,others,2,2.0,
34,di,adriangb/di,https://github.com/adriangb/di,https://github.com/adriangb/di,MIT,2021-07-26 06:11:37,2023-10-09 21:46:21,2023-10-09 21:42:13,501,,11.0,4,66.0,8.0,40.0,266,2023-10-09 21:46:10,0.79.2,,,100.0,Pythonic dependency injection.,133.0,133.0,9.0,17,True,others,2,,
35,jpterm,davidbrochart/jpterm,https://github.com/davidbrochart/jpterm,https://github.com/davidbrochart/jpterm,MIT,2021-12-30 11:31:32,2024-03-19 12:35:27,2024-03-19 12:35:11,161,19.0,4.0,5,71.0,4.0,11.0,218,2024-03-19 12:36:07,0.2.11,3112.0,207.0,27.0,Jupyter in the terminal.,,,,17,True,others,2,,
36,nomenklatura,opensanctions/nomenklatura,https://github.com/opensanctions/nomenklatura,https://github.com/opensanctions/nomenklatura,MIT,2012-07-15 09:53:28,2024-03-21 14:55:48,2024-03-19 14:40:06,1057,47.0,33.0,20,87.0,1.0,53.0,180,,,,,,Framework and command-line tools for integrating FollowTheMoney data streams from multiple sources.,22.0,22.0,9.0,17,True,others,2,,
37,LangChain-ChatGLM-Webui,X-D-Lab/LangChain-ChatGLM-Webui,https://github.com/X-D-Lab/LangChain-ChatGLM-Webui,https://github.com/X-D-Lab/LangChain-ChatGLM-Webui,Apache-2.0,2023-04-10 06:09:01,2024-03-03 01:02:53,2024-02-21 08:54:26,243,9.0,431.0,26,27.0,39.0,89.0,2857,,,,,,LangChainChatGLM-6BLLM.,,,7.0,16,True,others,2,,
38,redun,insitro/redun,https://github.com/insitro/redun,https://github.com/insitro/redun,Apache-2.0,2021-11-04 00:14:09,2024-03-05 19:27:12,2024-03-05 19:21:48,346,9.0,35.0,15,47.0,24.0,21.0,480,,,,,,Yet another redundant workflow engine.,13.0,13.0,31.0,16,True,others,2,,
39,Mys_Goods_Tool,Ljzd-PRO/Mys_Goods_Tool,https://github.com/Ljzd-PRO/Mys_Goods_Tool,https://github.com/Ljzd-PRO/Mys_Goods_Tool,MIT,2021-10-28 12:35:26,2023-10-11 14:20:57,2023-10-11 14:20:57,851,,71.0,7,28.0,14.0,105.0,462,2023-07-20 20:59:31,2.1.0,8379.0,288.0,26.0,| |.,,,6.0,16,True,others,2,,
40,cobib,mrossinek/cobib,https://github.com/mrossinek/cobib,https://github.com/mrossinek/cobib,MIT,2019-04-07 08:26:40,2024-03-17 16:27:43,2024-03-17 16:27:41,815,79.0,4.0,4,2.0,,,36,2024-03-17 15:44:43,4.5.0,,,9.0,Console Bibliography.,6.0,6.0,,16,True,others,2,,
41,terraform-tui,idoavrah/terraform-tui,https://github.com/idoavrah/terraform-tui,https://github.com/idoavrah/terraform-tui,Apache-2.0,2023-07-20 08:23:57,2024-03-02 11:32:20,2024-03-02 11:30:33,107,36.0,27.0,12,43.0,2.0,16.0,852,2024-03-02 11:32:20,0.12.6,,,30.0,Terraform textual UI.,1.0,1.0,4.0,15,True,others,2,,
42,hexabyte,thetacom/hexabyte,https://github.com/thetacom/hexabyte,https://github.com/thetacom/hexabyte,GPL-3.0,2023-03-11 21:00:31,2024-03-20 23:51:38,2024-03-20 23:49:37,161,11.0,4.0,5,15.0,6.0,13.0,223,2024-03-20 23:56:43,0.8.7,54.0,4.0,13.0,"A modern, modular, and robust TUI hex editor.",4.0,4.0,,15,True,others,2,,
43,markata,WaylonWalker/markata,https://github.com/WaylonWalker/markata,https://github.com/WaylonWalker/markata,MIT,2021-01-27 14:35:47,2024-01-28 01:45:41,2024-01-04 02:18:38,383,3.0,6.0,3,117.0,18.0,23.0,88,2024-01-02 17:51:43,0.8.0,6.0,0.0,17.0,A plugins all the way down static site generator written in python. Plugins all the way down means that you can..,26.0,26.0,6.0,15,True,others,2,,
44,ai-rag-chat-evaluator,Azure-Samples/ai-rag-chat-evaluator,https://github.com/Azure-Samples/ai-rag-chat-evaluator,https://github.com/Azure-Samples/ai-rag-chat-evaluator,MIT,2023-11-21 00:47:02,2024-03-21 03:14:04,2024-03-21 03:14:03,96,79.0,38.0,51,33.0,5.0,22.0,84,2024-03-05 19:51:22,2024-03-05,,,3.0,Tools for evaluation of RAG Chat Apps using Azure AI Evaluate SDK and OpenAI.,,,7.0,15,True,others,2,6.0,
45,wasm-semantics,runtimeverification/wasm-semantics,https://github.com/runtimeverification/wasm-semantics,https://github.com/runtimeverification/wasm-semantics,,2015-08-18 22:55:24,2024-03-21 11:53:31,2024-03-21 09:43:43,778,35.0,15.0,25,531.0,19.0,44.0,74,2024-03-21 09:43:54,0.1.17,,,17.0,A Prototype Formal Semantics of WebAssembly in K.,,,23.0,15,False,others,2,,
46,word-search-generator,joshbduncan/word-search-generator,https://github.com/joshbduncan/word-search-generator,https://github.com/joshbduncan/word-search-generator,MIT,2021-08-13 04:08:57,2024-03-14 16:48:03,2024-03-14 16:48:03,285,32.0,22.0,2,30.0,4.0,29.0,54,2023-05-02 16:15:57,3.3.0,,,5.0,Make awesome Word Search puzzles!.,5.0,5.0,3.0,15,True,others,2,,
47,llm-strategy,BlackHC/llm-strategy,https://github.com/BlackHC/llm-strategy,https://github.com/BlackHC/llm-strategy,MIT,2022-12-21 00:23:47,2024-03-05 13:07:53,2024-03-05 13:07:47,61,19.0,20.0,5,5.0,,,368,2023-12-27 19:31:17,2.1.1,,,6.0,"Directly Connecting Python to LLMs via Strongly-Typed Functions, Dataclasses, Interfaces & Generic Types.",,,,14,True,others,2,,
48,spiel,JoshKarpel/spiel,https://github.com/JoshKarpel/spiel,https://github.com/JoshKarpel/spiel,MIT,2021-03-28 15:37:40,2024-03-19 00:00:10,2024-03-18 23:59:23,233,13.0,5.0,4,252.0,5.0,15.0,74,2023-04-21 23:53:02,0.5.1,,,13.0,Display richly-styled presentations using your terminal.,5.0,5.0,5.0,14,True,others,2,,
49,flameshow,laixintao/flameshow,https://github.com/laixintao/flameshow,https://github.com/laixintao/flameshow,,2023-09-24 11:21:54,2024-03-05 13:52:39,2024-03-05 13:52:38,338,14.0,17.0,7,64.0,6.0,4.0,959,2024-01-08 08:00:25,1.1.2,,,10.0,A terminal Flamegraph viewer.,,,5.0,13,False,others,2,,
50,Avilla,GraiaProject/Avilla,https://github.com/GraiaProject/Avilla,https://github.com/GraiaProject/Avilla,MIT,2021-05-29 08:44:59,2024-03-21 14:44:09,2024-03-16 09:14:44,1081,58.0,11.0,6,36.0,20.0,99.0,143,,,,,1.0,The next-gen framework for IM development. Powered by Graia Project.,1.0,1.0,6.0,13,True,others,2,,
51,browsr,juftin/browsr,https://github.com/juftin/browsr,https://github.com/juftin/browsr,MIT,2023-05-03 05:26:39,2024-03-20 21:46:34,2024-03-20 21:46:23,95,25.0,9.0,4,29.0,8.0,11.0,138,2024-03-20 20:57:43,1.21.0,171.0,17.0,35.0,a pleasant file explorer in your terminal supporting all filesystems.,,,4.0,13,True,others,2,,
52,textual-inputs,sirfuzzalot/textual-inputs,https://github.com/sirfuzzalot/textual-inputs,https://github.com/sirfuzzalot/textual-inputs,MIT,2021-09-07 04:48:21,2023-03-18 20:17:07,2023-03-18 20:17:01,34,,11.0,3,22.0,,17.0,94,2022-06-12 01:06:49,0.2.6,,,6.0,Textual Inputs is a collection of input widgets for the Textual TUI framework.,99.0,99.0,7.0,13,True,others,2,,
53,papyri,jupyter/papyri,https://github.com/jupyter/papyri,https://github.com/jupyter/papyri,MIT,2020-07-22 19:58:47,2024-03-01 13:42:59,2024-03-01 13:42:58,1653,74.0,15.0,13,283.0,81.0,29.0,80,,,,,,,,,14.0,13,False,others,2,,
54,uproot-browser,scikit-hep/uproot-browser,https://github.com/scikit-hep/uproot-browser,https://github.com/scikit-hep/uproot-browser,BSD-3-Clause,2021-07-22 03:35:43,2024-03-18 20:53:20,2023-11-28 17:35:29,151,,7.0,2,139.0,10.0,14.0,71,2023-08-09 21:20:43,0.6.5,5868.0,183.0,17.0,A TUI viewer for ROOT files.,,,9.0,13,True,others,2,,
55,textual-plotext,Textualize/textual-plotext,https://github.com/Textualize/textual-plotext,https://github.com/Textualize/textual-plotext,MIT,2023-09-18 08:38:58,2023-11-06 10:24:59,2023-11-06 10:24:55,250,,2.0,7,4.0,1.0,4.0,69,2023-10-26 12:57:24,0.2.1,,,3.0,A Textual widget wrapper library for Plotext.,21.0,21.0,,13,True,others,2,-2.0,
56,config-client,amenezes/config-client,https://github.com/amenezes/config-client,https://github.com/amenezes/config-client,Apache-2.0,2019-02-12 04:30:32,2023-12-03 19:10:53,2023-12-03 19:10:45,217,,15.0,4,24.0,1.0,25.0,22,2023-10-24 14:55:04,1.4.0,,,30.0,config-client package for spring cloud config and cloud foundry.,,,6.0,13,True,others,2,,
57,textual-web,Textualize/textual-web,https://github.com/Textualize/textual-web,https://github.com/Textualize/textual-web,MIT,2023-08-15 13:13:44,2024-02-23 12:09:06,2024-02-20 11:08:05,131,1.0,13.0,9,19.0,14.0,6.0,579,2024-02-20 11:09:24,0.7.0,,,2.0,Run TUIs and terminals in your browser.,,,3.0,12,True,others,3,,
58,girok,noisrucer/girok,https://github.com/noisrucer/girok,https://github.com/noisrucer/girok,GPL-3.0,2023-03-23 08:52:57,2024-02-12 15:44:37,2024-02-12 15:44:33,142,9.0,10.0,9,14.0,15.0,22.0,449,2023-04-13 14:24:59,0.1.16,,,7.0,A powerful and beautiful CLI scheduler.,,,,12,True,others,3,,
59,gupshup,kraanzu/gupshup,https://github.com/kraanzu/gupshup,https://github.com/kraanzu/gupshup,MIT,2022-01-15 10:55:36,2022-11-07 03:07:37,2022-11-07 03:07:37,151,,18.0,4,,3.0,4.0,371,2022-04-17 07:21:28,1.0.0,,,2.0,A TUI chat application writtten in python.,,,,12,False,others,3,,
60,elia,darrenburns/elia,https://github.com/darrenburns/elia,https://github.com/darrenburns/elia,,2023-05-04 20:34:55,2024-01-03 08:25:01,2023-12-18 23:57:58,87,,27.0,7,7.0,11.0,4.0,332,2023-12-18 23:58:36,0.5.0,,,4.0,A terminal ChatGPT client built with Textual.,,,4.0,12,False,others,3,,
61,ChatGPTerminator,AineeJames/ChatGPTerminator,https://github.com/AineeJames/ChatGPTerminator,https://github.com/AineeJames/ChatGPTerminator,MIT,2023-03-13 20:14:49,2023-05-21 16:23:03,2023-05-17 06:04:05,208,,15.0,7,11.0,4.0,16.0,224,2023-05-15 18:04:00,0.1.11,,,11.0,GPTerminator provides a convenient way to interact with OpenAIs chat completion and image generation APIs using your..,,,5.0,12,True,others,3,,
62,pdfalyzer,michelcrypt4d4mus/pdfalyzer,https://github.com/michelcrypt4d4mus/pdfalyzer,https://github.com/michelcrypt4d4mus/pdfalyzer,GPL-3.0,2022-09-14 18:51:50,2024-03-21 09:12:54,2024-03-21 09:12:52,175,9.0,17.0,4,4.0,1.0,8.0,211,2023-11-15 19:49:03,1.14.5,14.0,0.0,37.0,Analyze PDFs. With colors. And Yara.,1.0,1.0,4.0,12,True,others,3,,
63,nonebot-plugin-chatrecorder,noneplugin/nonebot-plugin-chatrecorder,https://github.com/noneplugin/nonebot-plugin-chatrecorder,https://github.com/noneplugin/nonebot-plugin-chatrecorder,MIT,2022-01-31 14:02:09,2024-03-01 02:08:32,2024-03-01 02:03:13,191,10.0,7.0,2,33.0,,13.0,44,2024-03-01 02:17:52,0.6.0,7.0,0.0,14.0,Nonebot2.,2.0,2.0,4.0,12,True,others,3,,
64,codelimit,getcodelimit/codelimit,https://github.com/getcodelimit/codelimit,https://github.com/getcodelimit/codelimit,ISC,2022-10-29 12:57:44,2024-03-21 10:10:45,2024-02-29 17:05:03,190,19.0,2.0,1,19.0,3.0,10.0,32,2024-02-29 17:05:06,0.8.1,123.0,7.0,15.0,Your Refactoring Alarm.,,,5.0,12,True,others,3,,
65,0x0,mia-0/0x0,https://github.com/mia-0/0x0,https://github.com/mia-0/0x0,EUPL-1.2,2016-11-01 04:26:54,2023-06-04 04:37:32,2023-06-04 04:35:11,82,,124.0,26,10.0,,,1680,,,,,,No-bullshit file hosting and URL shortening service. Mirror of https://git.0x0.st/mia/0x0.,,,7.0,11,True,others,3,,
66,textual-paint,1j01/textual-paint,https://github.com/1j01/textual-paint,https://github.com/1j01/textual-paint,MIT,2023-04-10 22:26:49,2024-02-01 23:01:35,2024-02-01 23:00:00,1499,9.0,11.0,4,,4.0,2.0,901,,,,,,MS Paint in your terminal.,,,,11,True,others,3,,
67,textual-autocomplete,darrenburns/textual-autocomplete,https://github.com/darrenburns/textual-autocomplete,https://github.com/darrenburns/textual-autocomplete,MIT,2022-11-22 16:49:26,2024-02-12 02:00:52,2023-06-26 08:37:12,90,,13.0,2,8.0,7.0,7.0,129,2023-03-28 10:00:13,2.1.0b0,,,6.0,Easily add autocomplete dropdowns to your Textual apps.,20.0,20.0,5.0,11,True,others,3,,
68,filequery,MarkyMan4/filequery,https://github.com/MarkyMan4/filequery,https://github.com/MarkyMan4/filequery,MIT,2023-02-12 23:46:00,2024-03-01 03:46:19,2024-03-01 03:44:16,106,20.0,3.0,1,14.0,15.0,18.0,99,2024-03-01 03:46:19,0.2.4,1.0,0.0,6.0,"Query CSV, JSON and Parquet files with SQL.",,,,11,True,others,3,,
69,textual-astview,davep/textual-astview,https://github.com/davep/textual-astview,https://github.com/davep/textual-astview,MIT,2022-12-19 22:40:32,2023-10-10 20:12:23,2023-10-10 20:09:34,153,,3.0,2,2.0,,6.0,68,2023-10-10 20:12:23,0.8.0,,,11.0,A Textual-based Python AST viewing widget library and application.,,,,11,True,others,3,,
70,cerberus,nus-apr/cerberus,https://github.com/nus-apr/cerberus,https://github.com/nus-apr/cerberus,MIT,2021-05-10 06:00:46,2024-03-21 17:43:10,2024-01-18 06:39:43,471,1.0,24.0,7,96.0,14.0,59.0,48,,,,,,Program repair platform that provides interface to multiple state-of-the-art program repair tools.,,,9.0,11,True,others,3,-3.0,
